county,month,wind_speed,,,,,
Perry,2018-09,7.9,,,,,
Perry,2018-10,9.9,,,,,
Perry,2018-11,7.9,,,,,
Perry,2018-12,10.2,,,,,
Pike,2018-01,10.2,,,,,
Pike,2018-02,10.3,,,,,
Pike,2018-03,10.7,,,,,
Pike,2018-04,10.0,,,,,
Pike,2018-05,10.0,,,,,
Pike,2018-06,7.2,,,,,
Pike,2018-07,8.0,,,,,
Pike,2018-08,3.8,,,,,
Pike,2018-09,10.2,,,,,
Pike,2018-10,7.5,,,,,
Pike,2018-11,8.6,,,,,
Pike,2018-12,10.4,,,,,
Porter,2018-01,10.1,,,,,
Porter,2018-02,9.8,,,,,
Porter,2018-03,12.5,,,,,
Porter,2018-04,10.6,,,,,
Porter,2018-05,11.2,,,,,
Porter,2018-06,6.2,,,,,
Porter,2018-07,6.1,,,,,
Porter,2018-08,6.4,,,,,
Porter,2018-09,7.3,,,,,
Porter,2018-10,11.0,,,,,
Porter,2018-11,8.9,,,,,
Porter,2018-12,8.7,,,,,
Posey,2018-01,9.6,,,,,
Posey,2018-02,11.9,,,,,
Posey,2018-03,9.6,,,,,
Posey,2018-04,8.4,,,,,
Posey,2018-05,9.6,,,,,
Posey,2018-06,10.0,,,,,
Posey,2018-07,6.3,,,,,
Posey,2018-08,5.3,,,,,
Posey,2018-09,7.2,,,,,
Posey,2018-10,6.2,,,,,
Posey,2018-11,8.2,,,,,
Posey,2018-12,7.5,,,,,
Pulaski,2018-01,11.9,,,,,
Pulaski,2018-02,8.3,,,,,
Pulaski,2018-03,9.6,,,,,
Pulaski,2018-04,9.4,,,,,
Pulaski,2018-05,8.8,,,,,
Pulaski,2018-06,9.8,,,,,
Pulaski,2018-07,8.5,,,,,
Pulaski,2018-08,6.8,,,,,
Pulaski,2018-09,7.6,,,,,
Pulaski,2018-10,8.3,,,,,
Pulaski,2018-11,9.6,,,,,
Pulaski,2018-12,8.6,,,,,
Putnam,2018-01,12.6,,,,,
Putnam,2018-02,8.5,,,,,
Putnam,2018-03,10.8,,,,,
Putnam,2018-04,8.0,,,,,
Putnam,2018-05,10.9,,,,,
Putnam,2018-06,7.9,,,,,
Putnam,2018-07,5.3,,,,,
Putnam,2018-08,4.7,,,,,
Putnam,2018-09,8.1,,,,,
Putnam,2018-10,5.7,,,,,
Putnam,2018-11,10.4,,,,,
Putnam,2018-12,7.6,,,,,
Randolph,2018-01,11.3,,,,,
Randolph,2018-02,9.4,,,,,
Randolph,2018-03,11.6,,,,,
Randolph,2018-04,9.4,,,,,
Randolph,2018-05,5.8,,,,,
Randolph,2018-06,8.5,,,,,
Randolph,2018-07,8.0,,,,,
Randolph,2018-08,4.6,,,,,
Randolph,2018-09,6.7,,,,,
Randolph,2018-10,10.2,,,,,
Randolph,2018-11,9.2,,,,,
Randolph,2018-12,10.2,,,,,
Ripley,2018-01,12.4,,,,,
Ripley,2018-02,9.1,,,,,
Ripley,2018-03,13.2,,,,,
Ripley,2018-04,12.2,,,,,
Ripley,2018-05,9.9,,,,,
Ripley,2018-06,7.3,,,,,
Ripley,2018-07,6.4,,,,,
Ripley,2018-08,5.5,,,,,
Ripley,2018-09,5.7,,,,,
Ripley,2018-10,12.2,,,,,
Ripley,2018-11,10.3,,,,,
Ripley,2018-12,11.3,,,,,
Rush,2018-01,11.9,,,,,
Rush,2018-02,10.4,,,,,
Rush,2018-03,11.6,,,,,
Rush,2018-04,10.5,,,,,
Rush,2018-05,8.9,,,,,
Rush,2018-06,6.4,,,,,
Rush,2018-07,5.4,,,,,
Rush,2018-08,3.9,,,,,
Rush,2018-09,7.2,,,,,
Rush,2018-10,10.5,,,,,
Rush,2018-11,10.1,,,,,
Rush,2018-12,11.2,,,,,
Scott,2018-01,11.5,,,,,
Scott,2018-02,12.2,,,,,
Scott,2018-03,11.1,,,,,
Scott,2018-04,9.4,,,,,
Scott,2018-05,8.9,,,,,
Scott,2018-06,6.1,,,,,
Scott,2018-07,6.9,,,,,
Scott,2018-08,3.1,,,,,
Scott,2018-09,5.1,,,,,
Scott,2018-10,11.7,,,,,
Scott,2018-11,8.3,,,,,
Scott,2018-12,6.2,,,,,
Shelby,2018-01,12.9,,,,,
Shelby,2018-02,9.9,,,,,
Shelby,2018-03,11.1,,,,,
Shelby,2018-04,11.9,,,,,
Shelby,2018-05,8.2,,,,,
Shelby,2018-06,7.3,,,,,
Shelby,2018-07,5.8,,,,,
Shelby,2018-08,8.0,,,,,
Shelby,2018-09,7.4,,,,,
Shelby,2018-10,4.9,,,,,
Shelby,2018-11,9.1,,,,,
Shelby,2018-12,10.9,,,,,
Spencer,2018-01,13.7,,,,,
Spencer,2018-02,11.3,,,,,
Spencer,2018-03,10.0,,,,,
Spencer,2018-04,9.5,,,,,
Spencer,2018-05,9.5,,,,,
Spencer,2018-06,7.5,,,,,
Spencer,2018-07,11.0,,,,,
Spencer,2018-08,3.0,,,,,
Spencer,2018-09,8.8,,,,,
Spencer,2018-10,6.7,,,,,
Spencer,2018-11,10.8,,,,,
Spencer,2018-12,11.9,,,,,
St. Joseph,2018-01,15.3,,,,,
St. Joseph,2018-02,11.3,,,,,
St. Joseph,2018-03,8.6,,,,,
St. Joseph,2018-04,9.8,,,,,
St. Joseph,2018-05,9.1,,,,,
St. Joseph,2018-06,11.1,,,,,
St. Joseph,2018-07,5.3,,,,,
St. Joseph,2018-08,6.1,,,,,
St. Joseph,2018-09,9.4,,,,,
St. Joseph,2018-10,7.4,,,,,
St. Joseph,2018-11,9.8,,,,,
St. Joseph,2018-12,9.8,,,,,
Starke,2018-01,10.3,,,,,
Starke,2018-02,13.4,,,,,
Starke,2018-03,12.2,,,,,
Starke,2018-04,11.2,,,,,
Starke,2018-05,9.0,,,,,
Starke,2018-06,10.0,,,,,
Starke,2018-07,7.3,,,,,
Starke,2018-08,10.0,,,,,
Starke,2018-09,8.7,,,,,
Starke,2018-10,7.4,,,,,
Starke,2018-11,9.5,,,,,
Starke,2018-12,10.5,,,,,
Steuben,2018-01,8.2,,,,,
Steuben,2018-02,9.5,,,,,
Steuben,2018-03,13.0,,,,,
Steuben,2018-04,10.0,,,,,
Steuben,2018-05,7.2,,,,,
Steuben,2018-06,6.5,,,,,
Steuben,2018-07,7.6,,,,,
Steuben,2018-08,7.1,,,,,
Steuben,2018-09,8.1,,,,,
Steuben,2018-10,8.1,,,,,
Steuben,2018-11,9.2,,,,,
Steuben,2018-12,11.1,,,,,
Sullivan,2018-01,10.1,,,,,
Sullivan,2018-02,13.1,,,,,
Sullivan,2018-03,11.1,,,,,
Sullivan,2018-04,9.8,,,,,
Sullivan,2018-05,10.0,,,,,
Sullivan,2018-06,6.0,,,,,
Sullivan,2018-07,8.4,,,,,
Sullivan,2018-08,5.0,,,,,
Sullivan,2018-09,7.7,,,,,
Sullivan,2018-10,7.0,,,,,
Sullivan,2018-11,10.9,,,,,
Sullivan,2018-12,10.3,,,,,
Switzerland,2018-01,10.8,,,,,
Switzerland,2018-02,13.5,,,,,
Switzerland,2018-03,11.9,,,,,
Switzerland,2018-04,9.8,,,,,
Switzerland,2018-05,7.7,,,,,
Switzerland,2018-06,7.2,,,,,
Switzerland,2018-07,7.6,,,,,
Switzerland,2018-08,8.8,,,,,
Switzerland,2018-09,7.1,,,,,
Switzerland,2018-10,8.5,,,,,
Switzerland,2018-11,8.0,,,,,
Switzerland,2018-12,12.5,,,,,
Tippecanoe,2018-01,8.5,,,,,
Tippecanoe,2018-02,8.1,,,,,
Tippecanoe,2018-03,10.2,,,,,
Tippecanoe,2018-04,12.0,,,,,
Tippecanoe,2018-05,10.2,,,,,
Tippecanoe,2018-06,7.8,,,,,
Tippecanoe,2018-07,7.2,,,,,
Tippecanoe,2018-08,5.5,,,,,
Tippecanoe,2018-09,7.3,,,,,
Tippecanoe,2018-10,5.2,,,,,
Tippecanoe,2018-11,10.5,,,,,
Tippecanoe,2018-12,8.9,,,,,
Tipton,2018-01,12.6,,,,,
Tipton,2018-02,10.6,,,,,
Tipton,2018-03,13.2,,,,,
Tipton,2018-04,9.4,,,,,
Tipton,2018-05,10.9,,,,,
Tipton,2018-06,9.3,,,,,
Tipton,2018-07,9.7,,,,,
Tipton,2018-08,7.7,,,,,
Tipton,2018-09,6.1,,,,,
Tipton,2018-10,8.6,,,,,
Tipton,2018-11,8.3,,,,,
Tipton,2018-12,11.1,,,,,
Union,2018-01,10.7,,,,,
Union,2018-02,12.2,,,,,
Union,2018-03,12.4,,,,,
Union,2018-04,10.9,,,,,
Union,2018-05,7.4,,,,,
Union,2018-06,4.9,,,,,
Union,2018-07,6.1,,,,,
Union,2018-08,5.8,,,,,
Union,2018-09,7.9,,,,,
Union,2018-10,6.2,,,,,
Union,2018-11,10.1,,,,,
Union,2018-12,10.1,,,,,
Vanderburgh,2018-01,9.9,,,,,
Vanderburgh,2018-02,10.4,,,,,
Vanderburgh,2018-03,11.0,,,,,
Vanderburgh,2018-04,10.8,,,,,
Vanderburgh,2018-05,9.5,,,,,
Vanderburgh,2018-06,10.0,,,,,
Vanderburgh,2018-07,5.5,,,,,
Vanderburgh,2018-08,6.4,,,,,
Vanderburgh,2018-09,8.8,,,,,
Vanderburgh,2018-10,11.7,,,,,
Vanderburgh,2018-11,8.1,,,,,
Vanderburgh,2018-12,11.1,,,,,
Vermillion,2018-01,10.5,,,,,
Vermillion,2018-02,9.3,,,,,
Vermillion,2018-03,9.7,,,,,
Vermillion,2018-04,9.1,,,,,
Vermillion,2018-05,8.2,,,,,
Vermillion,2018-06,10.6,,,,,
Vermillion,2018-07,8.8,,,,,
Vermillion,2018-08,6.6,,,,,
Vermillion,2018-09,5.3,,,,,
Vermillion,2018-10,9.1,,,,,
Vermillion,2018-11,8.6,,,,,
Vermillion,2018-12,10.6,,,,,
Vigo,2018-01,10.6,,,,,
Vigo,2018-02,8.9,,,,,
Vigo,2018-03,11.0,,,,,
Vigo,2018-04,7.7,,,,,
Vigo,2018-05,8.2,,,,,
Vigo,2018-06,6.5,,,,,
Vigo,2018-07,7.4,,,,,
Vigo,2018-08,7.7,,,,,
Vigo,2018-09,8.2,,,,,
Vigo,2018-10,8.1,,,,,
Vigo,2018-11,8.9,,,,,
Vigo,2018-12,10.8,,,,,
Wabash,2018-01,11.8,,,,,
Wabash,2018-02,10.4,,,,,
Wabash,2018-03,9.0,,,,,
Wabash,2018-04,12.3,,,,,
Wabash,2018-05,11.0,,,,,
Wabash,2018-06,8.7,,,,,
Wabash,2018-07,5.4,,,,,
Wabash,2018-08,6.5,,,,,
Wabash,2018-09,5.5,,,,,
Wabash,2018-10,9.1,,,,,
Wabash,2018-11,9.1,,,,,
Wabash,2018-12,11.4,,,,,
Warren,2018-01,10.4,,,,,
Warren,2018-02,11.1,,,,,
Warren,2018-03,11.0,,,,,
Warren,2018-04,11.9,,,,,
Warren,2018-05,11.8,,,,,
Warren,2018-06,5.1,,,,,
Warren,2018-07,6.7,,,,,
Warren,2018-08,6.3,,,,,
Warren,2018-09,6.2,,,,,
Warren,2018-10,10.0,,,,,
Warren,2018-11,8.4,,,,,
Warren,2018-12,9.0,,,,,
Warrick,2018-01,11.4,,,,,
Warrick,2018-02,11.2,,,,,
Warrick,2018-03,9.7,,,,,
Warrick,2018-04,10.0,,,,,
Warrick,2018-05,6.5,,,,,
Warrick,2018-06,10.8,,,,,
Warrick,2018-07,6.3,,,,,
Warrick,2018-08,5.6,,,,,
Warrick,2018-09,7.7,,,,,
Warrick,2018-10,10.9,,,,,
Warrick,2018-11,8.6,,,,,
Warrick,2018-12,9.0,,,,,
Washington,2018-01,10.6,,,,,
Washington,2018-02,12.7,,,,,
Washington,2018-03,10.5,,,,,
Washington,2018-04,7.7,,,,,
Washington,2018-05,10.5,,,,,
Washington,2018-06,4.8,,,,,
Washington,2018-07,5.3,,,,,
Washington,2018-08,5.5,,,,,
Washington,2018-09,6.0,,,,,
Washington,2018-10,5.6,,,,,
Washington,2018-11,7.8,,,,,
Washington,2018-12,9.5,,,,,
Wayne,2018-01,8.9,,,,,
Wayne,2018-02,10.4,,,,,
Wayne,2018-03,10.9,,,,,
Wayne,2018-04,7.2,,,,,
Wayne,2018-05,11.6,,,,,
Wayne,2018-06,10.3,,,,,
Wayne,2018-07,5.2,,,,,
Wayne,2018-08,6.4,,,,,
Wayne,2018-09,7.3,,,,,
Wayne,2018-10,8.9,,,,,
Wayne,2018-11,11.9,,,,,
Wayne,2018-12,8.8,,,,,
Wells,2018-01,11.7,,,,,
Wells,2018-02,10.6,,,,,
Wells,2018-03,15.3,,,,,
Wells,2018-04,7.6,,,,,
Wells,2018-05,9.4,,,,,
Wells,2018-06,5.6,,,,,
Wells,2018-07,6.8,,,,,
Wells,2018-08,8.1,,,,,
Wells,2018-09,7.1,,,,,
Wells,2018-10,9.2,,,,,
Wells,2018-11,7.6,,,,,
Wells,2018-12,7.4,,,,,
White,2018-01,11.7,,,,,
White,2018-02,8.4,,,,,
White,2018-03,9.7,,,,,
White,2018-04,8.7,,,,,
White,2018-05,8.6,,,,,
White,2018-06,8.8,,,,,
White,2018-07,6.4,,,,,
White,2018-08,8.8,,,,,
White,2018-09,10.6,,,,,
White,2018-10,8.8,,,,,
White,2018-11,6.8,,,,,
White,2018-12,10.2,,,,,
Whitley,2018-01,12.2,,,,,
Whitley,2018-02,10.3,,,,,
Whitley,2018-03,12.3,,,,,
Whitley,2018-04,8.0,,,,,
Whitley,2018-05,12.7,,,,,
Whitley,2018-06,5.3,,,,,
Whitley,2018-07,6.9,,,,,
Whitley,2018-08,7.0,,,,,
Whitley,2018-09,4.2,,,,,
Whitley,2018-10,8.7,,,,,
Whitley,2018-11,7.5,,,,,
Whitley,2018-12,9.5,,,,,
